suburb,postcode,type,elevation,population,median_income,sqkm,lat,lng,Dist_CBD,Dist_Geelong,Dist_Ballarat
Murphys Creek,3551,Rural locality,207,37,21684,76.689,-36.73143,143.74963,161.2963973645462,166.4040594052353,92.63244283483638
Tarnagulla,3551,Rural locality,221,133,22152,29.342,-36.77537,143.82862,152.99171981055198,159.62775715072638,87.3555200539428
Bridgewater On Loddon,3516,Urban locality,143,326,26156,2.462,-36.60415,143.94082,162.14724082536375,175.65145949801965,106.69988891494032
Logan,3475,Rural locality,174,53,22620,119.444,-36.62674,143.48795,185.7028151797533,185.71126455879565,108.65149582042974
Burkes Flat,3475,Rural locality,210,14,24024,41.267,-36.64085,143.55993,180.13003241580898,181.74343017247148,105.42844845608155
Wehla,3518,Rural locality,274,39,24648,99.862,-36.6112,143.62324,178.7799581529813,182.75767599044457,107.45168845193614
Woodstock West,3463,Rural locality,173,41,25532,38.394,-36.81794,143.98897,140.307207587443,151.50477717789624,83.55105850739437
Gowar East,3477,Rural locality,167,20,31148,74.176,-36.53355,143.38544,199.5139152651273,198.93843771710817,121.36584095517765
Berrimal,3518,Rural locality,200,46,19344,70.406,-36.49808,143.46726,197.43086634545972,199.5788414747539,122.89844574110928
Waanyarra,3551,Rural locality,185,22,21424,62.047,-36.82454,143.8236,149.18518732758943,154.52851307720414,81.89941138263876
Newbridge,3551,Rural locality,156,192,24648,96.321,-36.75478,143.91984,149.62847631086066,159.72003296603242,89.85796642737782
Llanelly,3551,Rural locality,166,38,25116,40.066,-36.72856,143.82725,157.0552967648959,164.65651148560852,92.5619379190622
Arnold West,3551,Rural locality,180,22,20228,34.549,-36.65998,143.78755,165.2071104611522,172.96971152740957,100.31123909978344
Arnold,3551,Rural locality,152,47,24856,49.49,-36.67211,143.85738,160.31015189975656,169.99520497570293,98.82537149495997
Glenalbyn,3517,Rural locality,164,19,23348,80.661,-36.48968,143.72025,183.8862188610431,192.83365498136573,119.64124517725504
Painswick,3551,Rural locality,222,5,29848,35.495,-36.79699,143.73039,157.07569814206104,160.07498979224147,85.5667970771636
Salisbury West,3517,Rural locality,151,21,29848,64.375,-36.51779,143.92589,170.93354963511123,185.3257163950611,116.18958659198762
Kurraca West,3518,Rural locality,198,10,29848,25.46,-36.51032,143.5655,190.65178745865444,195.07026096390612,119.46331362627753
Kurraca,3518,Rural locality,226,7,43316,29.383,-36.51756,143.61349,187.29378961767517,192.84339308934275,117.85126850026022
Kingower,3517,Rural locality,236,32,25220,46.748,-36.61791,143.75464,170.6953196763076,178.29550219366354,105.1712635630761
Fentons Creek,3518,Rural locality,194,24,29900,67.797,-36.55704,143.53059,188.77167061280855,191.3621363223078,115.10441697542888
Bridgewater North,3516,Rural locality,132,57,17628,77.828,-36.54937,144.00289,164.34126086950056,180.6067979596314,113.31165619841973
Yarraberb,3516,Rural locality,132,23,48048,29.637,-36.56012,144.07671,160.008788721402,178.428931645117,113.11754941979147
Eastville,3463,Rural locality,183,24,22516,26.558,-36.87475,143.95277,137.41342248439557,146.0651803451906,76.856311595569
Powlett Plains,3517,Rural locality,130,42,24648,118.404,-36.47045,143.85732,178.66963033724284,191.77216252804445,121.24819225741072
Kurting,3517,Rural locality,148,53,23400,53.654,-36.54141,143.80973,174.5346150075579,185.1322437093687,113.40420858642317
Wedderburn Junction,3518,Rural locality,184,20,24232,47.529,-36.43051,143.70352,190.088247787255,199.56685839573544,126.3348861393506
Fiery Flat,3518,Rural locality,127,25,27300,94.202,-36.41257,143.81713,186.02659611714324,198.86154336258045,127.70950822523425
Woodstock On Loddon,3551,Rural locality,178,28,44200,44.116,-36.75468,143.99928,145.40832563402353,158.2107371294446,90.64361310384548
Derby,3516,Rural locality,150,17,35724,37.881,-36.65468,144.03622,152.80395692802617,168.56595235739863,102.13988597775318
Campbells Forest,3556,Rural locality,151,45,20228,63.812,-36.61833,144.11608,152.64374379713604,171.5631598115017,107.47493222326806
Bridgewater,3516,Rural locality,142,142,31512,118.197,-36.63745,143.97333,157.45769754449876,171.44757511078743,103.2801516021637
Korong Vale,3520,Rural locality,142,168,19396,27.293,-36.36418,143.70634,195.9901994069751,206.581854308042,133.65144282070963
Kinypanial,3520,Rural locality,135,11,24648,72.758,-36.35594,143.79605,192.35188770326545,205.4256592673964,134.0559502100945
Woolshed Flat,3518,Rural locality,163,3,0,39.595,-36.33125,143.6606,201.327216678978,211.2410297563333,137.72844768084104
Kyneton,3444,Urban locality,501,6951,31096,101.389,-37.2233,144.4478,79.86732563480247,103.4030675645824,64.97014048801714
Malmsbury,3446,Urban locality,468,831,30160,35.231,-37.17644,144.3974,86.69300174708827,108.33530161857097,64.71811061656466
Lauriston,3444,Rural locality,498,236,34684,26.186,-37.24964,144.35622,82.4670574744678,100.1169596724267,56.71394040575731
Benloch,3435,Rural locality,664,135,26988,21.609,-37.19833,144.6717,73.12267015159976,109.54284021926976,83.2360293838278
Sidonia,3444,Rural locality,491,13,38948,43.158,-37.16349,144.56258,80.49987775394536,111.27960790594156,77.11075210461478
Pastoria East,3444,Rural locality,646,38,22100,21.805,-37.17834,144.64018,76.2038990636547,111.02162951928337,81.94992934023333
Baynton,3444,Rural locality,470,107,36556,91.161,-37.13779,144.6372,80.50005537575521,115.358034155842,84.17518355588982
Pastoria,3444,Rural locality,478,48,44200,44.936,-37.21415,144.58743,74.47272886696422,106.13854468182096,75.89180302235994
Pipers Creek,3444,Rural locality,537,159,34320,27.246,-37.2523,144.54727,72.42106425679066,101.31716327123812,70.69130765176125
Carlsruhe,3442,Rural locality,535,327,35672,38.336,-37.29092,144.51544,70.28274271350202,96.62723334729957,66.17872483499596
Kyneton South,3444,Rural locality,514,124,38168,22.32,-37.29076,144.43511,74.50278513200263,95.83593037263437,59.95205078335192
Greenhill,3444,Rural locality,467,54,36036,10.627,-37.17403,144.44947,84.35925587075087,108.87553632254183,68.40978548143245
Edgecombe,3444,Rural locality,478,94,35464,11.258,-37.18459,144.46167,82.78951555164346,107.79770985722172,68.52538782560207
Lancefield,3435,Urban locality,471,2455,33384,123.773,-37.26426,144.69073,65.6730886855866,102.94980649102264,81.4483695968137
Bolinda,3432,Rural locality,364,197,45656,27.655,-37.43818,144.77257,45.02885922767718,87.4269181268913,82.7387400051545
Romsey,3434,Urban locality,534,4746,34060,81.224,-37.35493,144.72052,55.3375545336365,94.21799304607724,80.38750953390237
Riddells Creek,3431,Rural locality,396,3947,39156,72.594,-37.44672,144.68295,47.7083203310312,83.49365735017749,74.78114972387708
Rochford,3442,Rural locality,535,71,29120,15.085,-37.31009,144.66523,61.87468750346602,97.42124055759837,77.39597579938658
New Gisborne,3438,Rural locality,443,2387,37752,26.225,-37.45032,144.61574,50.699727853192975,81.22864954968531,68.87160621274832
Kerrie,3434,Rural locality,611,81,39208,19.382,-37.3803,144.67676,54.42083948323575,90.2777307504537,75.88652163792852
Springfield,3434,Rural locality,555,181,38272,55.753,-37.32994,144.81709,55.339781049741255,100.00920169699992,89.36367388295713
Goldie,3435,Rural locality,611,227,39624,33.792,-37.25559,144.80215,63.6915693430977,107.11358196241534,90.8940017192654
Monegeetta,3433,Rural locality,458,218,35620,25.752,-37.39315,144.77176,49.73655541872729,91.96042859052544,83.6641694645041
Chintin,3756,Rural locality,418,106,43836,28.089,-37.39609,144.83387,47.84150816281268,94.00139955574376,88.94589690460205
Darraweit Guim,3756,Rural locality,323,402,37388,71.793,-37.41836,144.86643,44.80788475786199,93.15682427347006,91.28404849468156
Bylands,3762,Rural locality,420,131,33124,40.593,-37.35059,144.93544,51.586038192995865,102.71678098960342,98.83550556866176
Cherokee,3434,Rural locality,713,56,30420,10.756,-37.39794,144.64271,54.18857705682834,87.49303289409353,72.47005075603455
Hesket,3442,Rural locality,688,168,45916,21.052,-37.35447,144.63393,58.751532525966,91.91342651107983,73.10979590798127
Gisborne,3437,Urban locality,494,8999,39104,96.662,-37.50673,144.57153,48.5268317767449,74.12723745643382,64.12540677597153
Mount Macedon,3441,Urban locality,730,1335,44564,34.017,-37.38988,144.59247,57.35478140860484,87.16696880585656,68.43348259601409
Woodend,3442,Rural locality,596,5806,37752,69.506,-37.36899,144.53509,62.20944308350125,88.35541733551675,64.32542491144736
Macedon,3440,Urban locality,511,2040,39520,38.973,-37.42366,144.56118,56.003451319875296,82.8698849170067,64.78609526463906
Bullengarook,3437,Rural locality,529,645,41860,70.352,-37.48064,144.50411,54.82995905201157,75.65050277135657,58.59038884215236
Newham,3442,Rural locality,552,506,38116,48.996,-37.29774,144.61167,65.22663607795499,97.52134877687998,73.5449482442249
Gisborne South,3437,Rural locality,440,799,38220,17.818,-37.54882,144.62919,41.62219132013111,71.20095441780886,68.92032481675004
Ashbourne,3442,Rural locality,663,196,47736,37.843,-37.41165,144.45891,63.03261025241929,82.65679763950676,56.43932006569743
Woodend North,3442,Rural locality,551,304,38948,20.154,-37.31856,144.52465,67.28765165379792,93.71889228580343,65.57336371866543
Cadello,3442,Rural locality,550,13,46748,8.33,-37.3059,144.51731,68.81411317617655,95.00596725809768,65.58369657788403
Cobaw,3442,Rural locality,491,70,42900,16.434,-37.26422,144.64721,67.17477796779441,101.90531172203232,77.95130737962852
Park Orchards,3114,Major Urban locality,127,3822,40976,9.475,-37.77596,145.21332,22.397940194203727,86.35921165903049,122.57171899606736
Wonga Park,3115,Urban locality,120,3796,40872,23.217,-37.73549,145.26584,28.012043536150603,92.59673582520108,126.37272276939127
Warrandyte,3113,Major Urban locality,57,5502,40664,17.343,-37.75106,145.21011,22.81638561407497,87.49454287152658,121.80318963460964
Warrandyte South,3134,Rural locality,114,671,45760,4.529,-37.75853,145.24405,25.45651369629325,89.66257987066184,124.88402872899763
Donvale,3111,Major Urban locality,84,12347,34788,11.691,-37.78639,145.19453,20.572816274597898,84.35274101969446,121.17668190086886
Ringwood North,3134,Major Urban locality,155,9832,38324,5.229,-37.79211,145.23151,23.71587351253176,86.91588247212367,124.48782475774271
Doncaster East,3109,Major Urban locality,112,28360,29588,11.108,-37.77523,145.16444,18.217485778182866,82.67077847174463,118.33942189821232
Templestowe,3106,Major Urban locality,72,16618,35464,16.118,-37.75626,145.14806,17.484344973172078,82.54077161063165,116.5302776130308
Doncaster,3108,Major Urban locality,113,20946,29744,8.85,-37.78284,145.12239,14.426747905245124,79.06551737123263,114.88986381168144
Bulleen,3105,Major Urban locality,57,10873,31356,6.514,-37.76699,145.08593,12.00046838096786,77.308871770487,111.39342501684406
Templestowe Lower,3107,Major Urban locality,48,13429,33124,5.876,-37.76428,145.11236,14.24177009855556,79.41636523369004,113.61263809440564
Nunawading,3131,Major Urban locality,134,11876,34476,5.079,-37.81692,145.17652,18.759008418031723,81.35698990694463,120.36048766681266
Mansfield,3722,Urban locality,326,4787,31980,269.74,-37.04919,146.09748,131.40085500953256,196.67528954782856,206.9696972473528
Bonnie Doon,3720,Rural locality,295,570,28600,192.631,-37.01414,145.88239,120.42969918401538,184.88985984741464,190.00289721140092
Goughs Bay,3723,Rural locality,470,261,23868,37.46,-37.15216,146.07005,122.30067492490244,187.7224201157776,201.62457483652236
Howqua Inlet,3723,Rural locality,406,56,21840,5.895,-37.23179,146.13785,122.17081106485377,187.53685768933585,205.6036696533463
Macs Cove,3723,Rural locality,318,91,23400,5.39,-37.20563,146.14796,124.49959106396707,189.89975122248205,207.05243812383551
Merrijig,3723,Urban locality,635,549,25688,157.328,-37.07775,146.30277,143.84254539117944,209.27845413993305,223.65785816374665
Jamieson,3723,Rural locality,328,301,21580,152.708,-37.27108,146.12595,118.98429420667668,184.2712979269102,203.7813818274901
Piries,3723,Rural locality,482,58,35256,36.802,-37.18119,146.1305,124.7361878268408,190.1688726823674,206.1099516154401
Barjarg,3723,Rural locality,286,132,35204,89.368,-36.91979,146.00163,135.3184576278745,199.7965721255616,203.57022914489377
Ancona,3715,Rural locality,409,84,29120,68.446,-36.96734,145.80296,119.8729120729448,183.56193890283456,185.19983694368307
Howes Creek,3723,Rural locality,267,70,29900,33.254,-37.14169,145.99244,117.6452505599573,182.9752287024685,195.23548183671485
Gaffneys Creek,3723,Rural locality,797,10,23400,169.398,-37.48157,146.27952,121.65916347348266,185.0690635157792,214.659245341368
Mount Buller,3722,Rural locality,786,243,43940,990.209,-37.2686,146.42937,142.80174417276584,207.51376279937068,230.32035959215668
Tolmie,3723,Rural locality,836,447,27456,242.079,-36.91076,146.27717,153.54502454821477,218.77715238609565,226.9066402276338
Howqua,3723,Rural locality,516,110,32968,38.971,-37.24406,146.19248,125.58063547591874,190.85162938467636,210.1043130165449
Boorolite,3723,Rural locality,411,143,35568,74.443,-37.15571,146.20464,131.7571878990959,197.17888944243805,213.14175326138437
Delatite,3723,Rural locality,357,15,74724,24.216,-37.12981,146.16282,130.3797144843735,195.81848331224236,210.20299747948368
Sawmill Settlement,3723,Rural locality,739,88,30888,5.597,-37.12095,146.36869,146.04374747465008,211.39479253885423,228.1805420231977
Barwite,3722,Rural locality,457,228,33488,134.302,-37.00944,146.21744,142.40113284431607,207.75532348041887,218.4421087913828
Matlock,3723,Rural locality,1006,4,0,67.532,-37.58914,146.21262,112.74568776598598,174.9840496409082,208.45202297807177
Reynard,3858,Rural locality,1313,0,0,386.662,-37.37483,146.6293,154.71566518897882,218.10911758242148,246.3678276733488
Howqua Hills,3723,Rural locality,777,4,0,115.633,-37.18383,146.29098,136.50644656070645,201.80804774080488,219.9489378786132
Lake Eildon,3713,Rural locality,422,7,29848,152.082,-37.18784,145.98162,113.67487581623408,179.07621512665264,193.08389620152028
Merton,3715,Rural locality,347,190,25532,119.648,-36.98224,145.69874,113.03900965708384,176.04177172060497,175.9860698782479
Kevington,3723,Rural locality,386,43,25116,141.005,-37.35266,146.16545,117.72129662730993,182.578454277202,205.9005048757704
Licola North,3858,Rural locality,577,3,0,78.353,-37.5204,146.5443,142.95988310917858,205.01819977436332,237.80811764381127
Howitt Plains,3858,Rural locality,1280,0,0,185.358,-37.19443,146.68787,167.02044670622337,231.56747514422813,254.2534893241179
Knockwood,3723,Rural locality,690,0,0,156.664,-37.41916,146.25494,121.96727344990676,186.08228070060275,212.98272204979548
Enochs Point,3723,Rural locality,629,0,0,37.243,-37.41916,146.11386,110.46498749986038,175.01353400940985,200.57259281620173
Woodfield,3715,Rural locality,527,36,29900,47.18,-37.05732,145.76705,110.08622517341874,174.19608097386367,178.75846122432114
Footscray,3011,Major Urban locality,25,16345,32396,5.05,-37.80083,144.89789,5.904555744271597,61.7552121908268,96.21167803317972
Yarraville,3013,Major Urban locality,15,14965,48048,5.659,-37.81811,144.88221,7.111465177071385,59.47745905445457,95.43479831776872
Seddon,3011,Major Urban locality,24,5123,48672,0.917,-37.80646,144.8922,6.275967118392231,60.9726164714395,95.90374560549334
Kingsville,3012,Major Urban locality,23,3946,44460,0.725,-37.80771,144.87733,7.558394701064357,59.87359038724983,94.68960589687198
West Footscray,3012,Major Urban locality,36,11450,36088,3.746,-37.8016,144.87306,8.020805578447362,60.02286741427324,94.13815848183354
Maidstone,3012,Major Urban locality,39,9032,33540,3.16,-37.78163,144.87456,8.563816055274007,61.582237073159085,93.67002725146686
Braybrook,3019,Major Urban locality,44,9195,22048,4.325,-37.78489,144.85386,10.120822760011386,59.992704072771936,92.00871275354872
Maribyrnong,3032,Major Urban locality,39,12216,40508,5.493,-37.77242,144.88736,8.096400047080136,63.10349134443343,94.5030102315418
Tottenham,3012,Major Urban locality,31,3,53248,2.152,-37.80591,144.8506,9.91516193083126,58.21591390343604,92.38275822791786
Croydon,3136,Major Urban locality,130,26946,34684,14.1,-37.79134,145.2815,28.09598742066731,90.87159703553544,128.7790943473518
Warranwood,3134,Major Urban locality,159,4807,41860,2.997,-37.77302,145.25052,25.6717215600632,89.38530643018774,125.72518969850212
Bayswater North,3153,Major Urban locality,108,8789,37232,6.572,-37.82616,145.28203,28.055334327698244,89.265042254131,129.62175322471117
Croydon Hills,3136,Major Urban locality,136,4992,38688,2.337,-37.77437,145.26612,26.99665542665486,90.52546339842873,127.10095512285532
Croydon North,3136,Major Urban locality,107,7860,37804,4.007,-37.77379,145.28579,28.71330709947217,92.0883444513186,128.7907670226015
Ringwood East,3135,Major Urban locality,151,10265,35724,4.677,-37.81229,145.25183,25.373144303482896,87.50733542905033,126.6977912926303
Croydon South,3136,Major Urban locality,131,4572,35516,2.592,-37.81565,145.27807,27.67747543010333,89.432387053725,129.0295511268317
Kilsyth,3137,Major Urban locality,129,10891,34528,9.33,-37.81918,145.31819,31.205716763178952,92.48319460171544,132.5573482098272
Kilsyth South,3137,Major Urban locality,134,2988,35984,3.353,-37.83104,145.30999,30.536493495518005,91.29772913061772,132.13661743732766
Heathmont,3135,Major Urban locality,140,9688,38688,4.462,-37.82885,145.24601,24.91316496757037,86.26046747951136,126.60567089600131
Ringwood,3134,Major Urban locality,131,17471,33800,10.121,-37.80992,145.23887,24.238589336327784,86.59862552136872,125.5292693418403
Vermont,3133,Major Urban locality,136,10442,35672,4.61,-37.83873,145.19949,20.95211257370917,82.09301746183122,122.8953843090192
Melbourne,3000,Major Urban locality,19,47285,27664,6.505,-37.82744,144.97142,1.667451524954764,65.20879139897356,103.23749998297482
Docklands,3008,Major Urban locality,0,10964,50440,3.148,-37.81803,144.93794,2.246472553014418,63.38549197411516,100.12132583003522
Southbank,3006,Major Urban locality,12,18709,50908,1.564,-37.82535,144.95917,1.3061313825941587,64.4454672876588,102.13970125217352
South Wharf,3006,Major Urban locality,6,106,93184,0.29,-37.82533,144.95192,1.5919784471063725,63.92139022881238,101.5283552283666
East Melbourne,3002,Major Urban locality,32,4964,69732,1.856,-37.81542,144.98136,1.6205215963529749,66.67822771107778,103.71054399621444
South Yarra,3141,Major Urban locality,19,25147,58552,3.548,-37.83822,144.99138,3.66962713148856,66.0359938802908,105.25888288674422
Carlton,3053,Major Urban locality,54,18535,17472,1.749,-37.80009,144.96709,1.5879095412036373,66.62951296974289,102.05538353349276
North Melbourne,3051,Major Urban locality,20,14940,30472,2.362,-37.79688,144.94694,2.36953224409826,65.41842766492209,100.25251097151532
Parkville,3052,Major Urban locality,36,7409,22724,4.049,-37.7885,144.95102,3.0245289836749443,66.26826665195827,100.36531775009816
Kensington,3031,Major Urban locality,25,10812,52624,2.131,-37.79484,144.92538,3.932298156796546,64.05709742098423,98.36360209295792
West Melbourne,3003,Major Urban locality,8,5515,44304,6.582,-37.81076,144.93095,2.8384370920628244,63.36838937831908,99.30728948039504
Port Melbourne,3207,Major Urban locality,8,16175,63596,9.57,-37.83478,144.92342,4.174249875204725,61.26652734818934,99.44197658210318
Carlton North,3054,Major Urban locality,47,6300,51532,1.871,-37.78564,144.96843,3.1893729663093966,67.67867120049053,101.77200251951048
Flemington,3031,Major Urban locality,20,7719,31408,2.872,-37.78728,144.92154,4.700726540665726,64.31821997371303,97.82265140976618
Caroline Springs,3023,Major Urban locality,86,24205,38688,8.335,-37.73137,144.73717,21.872445727386907,57.61600621242638,80.5923840561251
Taylors Hill,3037,Major Urban locality,107,14921,35932,4.585,-37.71499,144.75326,21.47381751327112,59.921359900904655,81.57640450009266
Burnside,3023,Major Urban locality,74,4751,28184,2.552,-37.75021,144.75245,19.81660151175711,56.757589834828735,82.40098105568472
Burnside Heights,3023,Major Urban locality,82,6072,36296,1.995,-37.73299,144.7559,20.30950989967359,58.455691886506166,82.2369397698855
Rockbank,3335,Rural locality,97,1536,27404,42.005,-37.73015,144.67036,27.359134348747443,54.4862888429432,74.85451027073768
Ravenhall,3023,Rural locality,71,1157,58500,13.651,-37.77334,144.73672,20.390494874357632,53.88480333856684,81.757137519697
Plumpton,3335,Major Urban locality,133,4324,45916,58.732,-37.68704,144.69488,27.47707313620656,59.71004759300134,75.936674628677
Melton,3337,Urban locality,143,8069,25064,20.373,-37.67536,144.60745,34.85674637480907,57.4069605745252,68.13471087113145
Melton West,3337,Urban locality,163,17589,33488,26.192,-37.66274,144.54411,40.49313545120791,56.79422972645924,62.39800667283737
Kurunjang,3337,Urban locality,156,10070,32136,10.364,-37.66207,144.5919,36.74626166795411,58.258504814656256,66.52958013875138
Brookfield,3338,Urban locality,118,9216,33592,10.982,-37.70129,144.5408,39.17505055512194,52.62610656434424,63.01905680308822
Melton South,3338,Urban locality,111,11517,27456,30.491,-37.72095,144.57848,35.34745141022244,51.7452706645415,66.7798123945277
Toolern Vale,3337,Rural locality,233,724,35464,97.978,-37.60249,144.5902,40.35670230789968,64.42728952582154,65.61048543538054
Mount Cottrell,3024,Rural locality,91,569,23244,73.627,-37.79318,144.62928,29.410865436718503,46.621162382727405,73.49291799433563
Truganina,3029,Rural locality,53,20687,38428,46.786,-37.80787,144.72344,21.055949513182824,50.18569102355383,81.82939290445286
Parwan,3340,Rural locality,145,170,34164,78.308,-37.73853,144.46231,44.798335746196216,46.80129349271612,57.621260246812426
Exford,3338,Rural locality,117,107,31148,10.643,-37.72799,144.54803,37.70707890383155,50.03575914728125,64.41841202173514
Mildura,3500,Urban locality,51,32738,28392,78.041,-34.21084,142.1337,474.576776162155,481.0227386792036,403.2087756813485
Merbein,3505,Urban locality,51,2713,24908,34.462,-34.16086,142.05124,483.2961965032199,489.1872609214298,411.23201906386754
Cabarita,3505,Rural locality,50,488,35776,4.992,-34.20465,142.08651,477.4476991997655,483.41543969088417,405.4901326336668
Irymple,3498,Rural locality,56,5325,31200,64.518,-34.24559,142.16577,469.7409424059693,476.2991421592844,398.52315798013245
Nichols Point,3501,Rural locality,52,1551,36348,23.777,-34.21057,142.21099,470.9150339314375,478.2265758774022,400.6242713760279
Cardross,3496,Rural locality,49,821,31512,40.682,-34.30661,142.12585,465.92544009510095,471.59410882914926,393.63389619576
Koorlong,3501,Rural locality,50,366,42120,132.88,-34.29866,142.05227,470.3164555075029,475.22162610898704,397.09797163943256
Red Cliffs,3496,Urban locality,57,5060,27716,206.663,-34.33713,142.25189,456.9284185691925,463.81045296127945,386.145966189
Birdwoodton,3505,Rural locality,56,643,32812,12.41,-34.19821,142.06771,478.9717989463718,484.7786367474736,406.8158400544407
Merbein South,3505,Rural locality,54,405,32760,29.128,-34.23042,142.02778,477.9133991469648,483.0507287943076,404.95529465216265
Merbein West,3505,Rural locality,47,190,30784,8.117,-34.1673,142.00728,484.844579185957,490.21293488252206,412.1478568298797
Yelta,3505,Rural locality,43,322,27716,13.01,-34.12585,142.01434,488.3972865360602,494.1342186180705,416.13558531673135
Iraak,3494,Rural locality,47,128,40456,77.183,-34.42304,142.29723,446.6101825524568,453.3909284746295,375.7339295060962
Carwarp,3494,Rural locality,62,70,26780,705.902,-34.52588,142.13392,445.1065410677888,449.1781807802433,370.9560826754537
Murray-Sunset,3490,Rural locality,117,4,0,6375.593,-34.56693,141.63266,468.6292132982701,466.7909719131987,387.8603559112485
Neds Corner,3496,Rural locality,31,4,0,454.211,-34.19353,141.40293,514.3202321048474,513.2718228733917,434.359455823113
Ouyen,3490,Urban locality,52,1191,26676,1533.463,-35.05383,142.26861,390.2131242667393,391.1846122671346,312.5988283251842
Underbool,3509,Urban locality,73,215,29900,353.755,-35.1398,141.82082,409.0327736016957,403.6322794902016,324.6564399486944
Torrita,3490,Rural locality,66,32,31824,244.389,-35.11989,141.93143,403.9703483262514,400.0808325940251,321.10720962563414
Colignan,3494,Rural locality,52,329,31044,88.8,-34.54063,142.34507,433.1900347399512,439.649976569782,361.9600670642017
Cullulleraine,3496,Rural locality,34,69,27924,160.379,-34.18815,141.63835,501.9084186771766,503.2469947973383,424.5384321814584
Kulwin,3490,Rural locality,67,15,37700,497.995,-34.98984,142.5835,379.3967191401512,385.1583594488079,307.50829307224865
Carina,3512,Rural locality,89,22,31148,193.883,-35.21787,141.09048,450.5889747754101,436.72135246051215,358.81910342755856
Murrayville,3512,Urban locality,53,280,30004,524.532,-35.20364,141.20128,444.090173849824,431.43061408684366,353.2614130886607
Werrimull,3496,Rural locality,66,112,21892,728.369,-34.4118,141.56295,486.1278926345064,484.9019463535588,405.99408254295776
Mittyack,3490,Rural locality,60,14,24648,186.424,-35.15553,142.62461,362.0311582576439,366.803695824559,288.9993949080417
Boinka,3490,Rural locality,49,13,23348,275.988,-35.15761,141.56711,423.5154917293384,415.0939109802926,336.28914647599777
Linga,3509,Rural locality,48,10,42900,266.22,-35.17509,141.67002,415.576574800623,408.0811118545751,329.1961883015042
Tutye,3490,Rural locality,60,20,13624,251.742,-35.1881,141.48494,426.43681301692567,416.80163035820175,338.12800482526853
Nangiloc,3494,Rural locality,54,141,24232,58.941,-34.4807,142.30593,440.7414778664318,447.1917050792697,369.4751276993253
Panitya,3512,Rural locality,88,65,35360,572.015,-35.14094,141.03149,460.2561477583682,446.704341997905,368.7487383674549
Hattah,3501,Rural locality,52,28,29848,866.053,-34.71098,142.28018,420.5590986234638,424.8444728860735,346.72527980761447
Tempy,3489,Rural locality,57,57,24128,453.169,-35.28996,142.42428,360.791013649811,361.359735571151,282.78936923542426
Walpeup,3507,Rural locality,96,158,24700,462.731,-35.11102,142.03324,398.6746557769897,396.10530198233073,317.180862793746
Meringur,3496,Rural locality,64,67,29900,751.865,-34.40742,141.26202,503.9062746957784,499.7290299583759,420.7499461120441
Lindsay Point,3496,Rural locality,27,38,60632,171.187,-34.0916,141.03896,544.0147519637076,540.3606293785953,461.3797148464376
Seymour,3660,Urban locality,150,6327,27872,79.309,-37.03117,145.16129,88.7904362122552,143.48058039220126,130.2843489253754
Tallarook,3659,Urban locality,459,736,33332,177.942,-37.13,145.13618,77.57759707081088,132.87371721156822,123.58003727644794
Hilldene,3660,Rural locality,172,346,29328,83.366,-37.04067,145.05238,86.35179775633787,138.00284458262377,121.2559151049167
Tooborac,3522,Rural locality,434,310,27612,167.768,-37.04512,144.82794,86.32328058763659,129.8719229323906,103.96344618708156
Puckapunyal,3662,Rural locality,200,1078,51480,412.657,-36.93138,144.94316,98.15852346400028,145.24543943531364,119.60055350617276
Northwood,3660,Rural locality,140,195,34840,50.66,-36.94408,145.10296,97.51797930660032,149.62218065717929,130.57598507545015
Whiteheads Creek,3660,Rural locality,226,348,29640,139.248,-37.0517,145.2606,88.74325848229648,146.11477243857595,137.20406015574798
Tarcombe,3666,Rural locality,422,42,65780,111.089,-36.96577,145.3762,101.13648246762368,159.7543923381526,150.59538383929697
Highlands,3660,Rural locality,613,122,36036,110.047,-37.08423,145.4185,90.56259236797332,151.32878276361816,148.68038936849797
High Camp,3764,Rural locality,371,108,25428,56.043,-37.19121,144.87029,69.73231681952728,116.03071052354883,99.28271707259158
Moranding,3764,Rural locality,352,185,42016,31.25,-37.23394,144.95182,64.5072641689885,114.80264171214397,104.10436569776958
Heathcote South,3523,Rural locality,318,14,37700,23.124,-37.01124,144.71697,91.86946396849996,130.68805904889427,98.24139408416764
Glenhope,3444,Rural locality,409,76,31408,88.981,-37.07425,144.60877,88.00027996781692,121.77009302493477,86.36768867978206
Glenhope East,3522,Rural locality,397,30,18928,25.855,-37.07361,144.69757,85.59743184491597,123.54237163910766,92.66105142560508
Pyalong,3521,Urban locality,287,660,29484,115.807,-37.11112,144.8461,78.834762952997,123.5027157805454,101.46381828353437
Avenel,3664,Rural locality,298,1048,30940,204.91,-36.93038,145.29116,102.4438381968369,158.98656125319084,145.75118820734923
Mangalore,3663,Rural locality,144,182,33488,68.695,-36.92464,145.17068,100.58081806626836,154.27481849705595,136.8307686675945
Sugarloaf Creek,3658,Rural locality,190,244,34528,40.001,-37.12373,145.02637,76.95799599399551,128.72181729593336,114.99084942845056
Glenaroua,3764,Rural locality,199,154,34580,146.734,-37.11189,144.96102,78.07126552833097,127.35660386757463,110.37850672813944
Nulla Vale,3435,Rural locality,425,63,56628,84.179,-37.16985,144.76365,73.75391881735752,114.9091215406421,91.89874914183072
